Floor,Range,Beginning,Map,Text
2 West,17,SD1 .S63 76,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,18,SD14 .B7 .B75,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,19,SF1 .J653,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,20,SF221 .J6 44,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,21,SF487 .A943,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,22,SH223 .A3473,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,23,SK15 .M34 .I94,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
1A West,1,T1 .E2,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,2,T26 .R9 .G77,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,3,T233 .D3,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,4,TA424 .A5,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,5,TD201 .W34,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,6,TH4818 .B3 .N3,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,7,TK6540 .B85,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,8,TL165 .F54,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,9,TN690 .F533,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,10,TP1 .O42,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,11,TP248.3 .F42,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,13,TP450 .I5,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,14,TP858 .R64,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,15,TS158 .B87,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,16,TS1080 .P852,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,17,TS1449 .L88,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,18,TT500 .M2,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,19,TX1 .G7,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,20,TX335 .A1 .C648,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,21,TX361 .A3 .T63,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,22,TX599 .T72,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1A West,23,TX769 .W53,http://mulibraries.missouri.edu/images/maps/1AWest.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. Proceed straight ahead to the staircase at the end of the room. Go up one flight of stairs. You are now in 1A West."
1 West,2,U1 .A827,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,3,U35 .D4,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,4,UA646 .D45,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,5,UG1243 .K5,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,6,Z4 .L5,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,7,Z483 .H37 .J46,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,8,Z673 .AG27136,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,9,Z682.35 .A45 .A34,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,10,Z699.4 .C25 .C665,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,11,Z929 .B334,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,12,Z1008 .V55,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,13,Z1035 .B7,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,14,Z1219 .P98,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,15,Z1251 .A2 .M37,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,16,Z2171 .A1 .C34,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,17,Z2696 .B15,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,18,Z5073 .U572,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,19,Z6201 .S52,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,20,Z6621 .P22 .G7,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,21,Z7161 .L84,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,22,Z7401. I64,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
1 West,23,Z7911 .S54,http://mulibraries.missouri.edu/images/maps/1West.gif,"From the Reference Desk, walk up the colonnade towards the North Entrance.   Look to your left towards the stand-alone display case, there is a door along the wall. Go through the door marked 1 West. You are now in 1 West."
3 Central,1,PH1 .F5 1,http://mulibraries.missouri.edu/images/maps/3central.gif,"Elevator: choose 3R.  Go right around the corner and straight towards the post with the 3 Central sign.  Follow the arrow by turning left (through the book stacks) and straight until you reach the next 3 Central sign on the wall.  Follow the arrow by turning right, through the doorway marked 3 Central. You are now in 3 Central."
3 Central,2,PJ5 .D6,http://mulibraries.missouri.edu/images/maps/3central.gif,"Elevator: choose 3R.  Go right around the corner and straight towards the post with the 3 Central sign.  Follow the arrow by turning left (through the book stacks) and straight until you reach the next 3 Central sign on the wall.  Follow the arrow by turning right, through the doorway marked 3 Central. You are now in 3 Central."
3 Central,3,PK2098 .P7 .Z924,http://mulibraries.missouri.edu/images/maps/3central.gif,"Elevator: choose 3R.  Go right around the corner and straight towards the post with the 3 Central sign.  Follow the arrow by turning left (through the book stacks) and straight until you reach the next 3 Central sign on the wall.  Follow the arrow by turning right, through the doorway marked 3 Central. You are now in 3 Central."
3 Central,4,PM101 .I5,http://mulibraries.missouri.edu/images/maps/3central.gif,"Elevator: choose 3R.  Go right around the corner and straight towards the post with the 3 Central sign.  Follow the arrow by turning left (through the book stacks) and straight until you reach the next 3 Central sign on the wall.  Follow the arrow by turning right, through the doorway marked 3 Central. You are now in 3 Central."
